
=======================================
          Commercial License
         Artelys Knitro 12.2.0
=======================================

Knitro presolve eliminated 0 variables and 0 constraints.

bar_feasible:            3
bar_penaltyrule:         1
cg_maxit:               50
derivcheck_tol:          0.0001
feastol:                 0.0001
feastol_abs:             0.0001
initpenalty              1
maxit:                   2000
opttol:                  0.0001
outlev:                  3
outmode:                 2
par_concurrent_evals:    0
Knitro changing algorithm from AUTO to 1.
Knitro changing bar_initpt from AUTO to 3.
Knitro changing bar_murule from AUTO to 4.
Knitro changing bar_penaltycons from AUTO to 2.
Knitro changing bar_switchrule from AUTO to 0.
Knitro changing linesearch from AUTO to 1.
Knitro changing linsolver from AUTO to 5.

Problem Characteristics                                 (   Presolved)
-----------------------
Objective goal:  Minimize
Objective type:  general
Number of variables:                               7602 (        7602)
    bounded below only:                               0 (           0)
    bounded above only:                               0 (           0)
    bounded below and above:                       7602 (        7602)
    fixed:                                            0 (           0)
    free:                                             0 (           0)
Number of constraints:                             6848 (       13696)
    linear equalities:                                0 (           0)
    quadratic equalities:                             0 (           0)
    gen. nonlinear equalities:                        0 (           0)
    linear one-sided inequalities:                    0 (           0)
    quadratic one-sided inequalities:                 0 (           0)
    gen. nonlinear one-sided inequalities:            0 (       13696)
    linear two-sided inequalities:                    0 (           0)
    quadratic two-sided inequalities:                 0 (           0)
    gen. nonlinear two-sided inequalities:         6848 (           0)
Number of nonzeros in Jacobian:                  239440 (      478880)
Number of nonzeros in Hessian:                        0 (           0)

  Iter      Objective      FeasError   OptError    ||Step||    CGits 
     755    9.382057e+01   2.774e-03   3.844e+02   1.602e-02        1
     756    9.381113e+01   2.689e-03   3.844e+02   1.596e-02        1
     757    9.381065e+01   2.690e-03   3.843e+02   9.905e-04        0
     758    9.381051e+01   2.784e-03   3.844e+02   2.256e-04        1
     759    9.380957e+01   2.660e-03   3.843e+02   1.587e-03        1
     760    9.380768e+01   2.759e-03   3.843e+02   3.161e-03        1
     761    9.380401e+01   2.664e-03   3.843e+02   6.348e-03        1
     762    9.379650e+01   2.748e-03   3.843e+02   1.270e-02        1
     763    9.378882e+01   2.665e-03   3.842e+02   1.289e-02        1
     764    9.378116e+01   2.743e-03   3.842e+02   1.303e-02        1
     765    9.377340e+01   2.666e-03   3.841e+02   1.311e-02        1
     766    9.376564e+01   2.742e-03   3.841e+02   1.320e-02        1
     767    9.375799e+01   2.663e-03   3.840e+02   1.321e-02        1
     768    9.375790e+01   2.663e-03   3.840e+02   2.167e-04        0
     769    9.375787e+01   2.746e-03   3.840e+02   4.933e-05        1
     770    9.375749e+01   2.747e-03   3.840e+02   6.812e-04        0
     771    9.375738e+01   2.810e-03   3.840e+02   1.637e-04        1
     772    9.375671e+01   2.691e-03   3.840e+02   1.106e-03        1
     773    9.375206e+01   2.762e-03   3.840e+02   7.754e-03        1
     774    9.374281e+01   2.678e-03   3.839e+02   1.549e-02        1
     775    9.373346e+01   2.730e-03   3.838e+02   1.576e-02        1
     776    9.372402e+01   2.665e-03   3.838e+02   1.600e-02        1
     777    9.371457e+01   2.724e-03   3.837e+02   1.621e-02        1
     778    9.370513e+01   2.662e-03   3.837e+02   1.635e-02        1
     779    9.369547e+01   2.722e-03   3.836e+02   1.642e-02        1
     780    9.368612e+01   2.662e-03   3.835e+02   1.646e-02        1
     781    9.368598e+01   2.662e-03   3.835e+02   2.906e-04        0
     782    9.368595e+01   2.724e-03   3.835e+02   6.375e-05        1
     783    9.368569e+01   2.663e-03   3.835e+02   4.453e-04        1
     784    9.368516e+01   2.721e-03   3.835e+02   8.906e-04        1
     785    9.368413e+01   2.659e-03   3.835e+02   1.781e-03        1
     786    9.368203e+01   2.714e-03   3.835e+02   3.570e-03        1
     787    9.367788e+01   2.653e-03   3.835e+02   7.167e-03        1
     788    9.367368e+01   2.708e-03   3.835e+02   7.223e-03        1
     789    9.366948e+01   2.647e-03   3.834e+02   7.265e-03        1
     790    9.366523e+01   2.704e-03   3.834e+02   7.296e-03        1
     791    9.366104e+01   2.644e-03   3.834e+02   7.319e-03        1
     792    9.365677e+01   2.700e-03   3.833e+02   7.336e-03        1
     793    9.365255e+01   2.641e-03   3.833e+02   7.353e-03        1
     794    9.364827e+01   2.697e-03   3.833e+02   7.365e-03        1
     795    9.364405e+01   2.638e-03   3.833e+02   7.381e-03        1
     796    9.364399e+01   2.638e-03   3.833e+02   1.269e-04        0
     797    9.364397e+01   2.692e-03   3.833e+02   2.811e-05        1
     798    9.364386e+01   2.634e-03   3.833e+02   1.965e-04        1
     799    9.364306e+01   2.687e-03   3.833e+02   1.375e-03        1
     800    9.364148e+01   2.628e-03   3.832e+02   2.751e-03        1
     801    9.363827e+01   2.680e-03   3.832e+02   5.519e-03        1
     802    9.363509e+01   2.622e-03   3.832e+02   5.549e-03        1
     803    9.363185e+01   2.676e-03   3.832e+02   5.575e-03        1
     804    9.362864e+01   2.618e-03   3.832e+02   5.593e-03        1
     805    9.362539e+01   2.672e-03   3.831e+02   5.608e-03        1
     806    9.362217e+01   2.614e-03   3.831e+02   5.619e-03        1
     807    9.361890e+01   2.668e-03   3.831e+02   5.631e-03        1
     808    9.361568e+01   2.611e-03   3.831e+02   5.640e-03        1
     809    9.361240e+01   2.664e-03   3.830e+02   5.653e-03        1
     810    9.360916e+01   2.607e-03   3.830e+02   5.662e-03        1
     811    9.360587e+01   2.661e-03   3.830e+02   5.675e-03        1
     812    9.360262e+01   2.604e-03   3.830e+02   5.684e-03        1
     813    9.359932e+01   2.658e-03   3.830e+02   5.698e-03        1
     814    9.359606e+01   2.601e-03   3.829e+02   5.706e-03        1
     815    9.359602e+01   2.601e-03   3.829e+02   9.701e-05        0
     816    9.359600e+01   2.654e-03   3.829e+02   2.226e-05        1
     817    9.359591e+01   2.596e-03   3.829e+02   1.556e-04        1
     818    9.359528e+01   2.649e-03   3.829e+02   1.089e-03        1
     819    9.359404e+01   2.591e-03   3.829e+02   2.178e-03        1
     820    9.359151e+01   2.643e-03   3.829e+02   4.366e-03        1
     821    9.358900e+01   2.585e-03   3.829e+02   4.387e-03        1
     822    9.358645e+01   2.638e-03   3.829e+02   4.405e-03        1
     823    9.358392e+01   2.581e-03   3.829e+02   4.421e-03        1
     824    9.358135e+01   2.634e-03   3.828e+02   4.435e-03        1
     825    9.357880e+01   2.577e-03   3.828e+02   4.448e-03        1
     826    9.357877e+01   2.577e-03   3.828e+02   7.411e-05        0
     827    9.357876e+01   2.629e-03   3.828e+02   1.514e-05        1
     828    9.357870e+01   2.571e-03   3.828e+02   1.057e-04        1
     829    9.357827e+01   2.623e-03   3.828e+02   7.396e-04        1
     830    9.357742e+01   2.565e-03   3.828e+02   1.480e-03        1
     831    9.357570e+01   2.616e-03   3.828e+02   2.964e-03        1
     832    9.357229e+01   2.558e-03   3.828e+02   5.945e-03        1
     833    9.356883e+01   2.609e-03   3.828e+02   5.976e-03        1
     834    9.356539e+01   2.552e-03   3.827e+02   6.004e-03        1
     835    9.356189e+01   2.604e-03   3.827e+02   6.024e-03        1
     836    9.355844e+01   2.547e-03   3.827e+02   6.039e-03        1
     837    9.355834e+01   2.547e-03   3.827e+02   2.260e-04        0
     838    9.355831e+01   2.600e-03   3.827e+02   4.505e-05        1
     839    9.355813e+01   2.542e-03   3.827e+02   3.145e-04        1
     840    9.355777e+01   2.594e-03   3.827e+02   6.272e-04        1
     841    9.355705e+01   2.536e-03   3.827e+02   1.254e-03        1
     842    9.355560e+01   2.587e-03   3.827e+02   2.511e-03        1
     843    9.355273e+01   2.529e-03   3.827e+02   5.034e-03        1
     844    9.354688e+01   2.579e-03   3.826e+02   1.012e-02        1
     845    9.354108e+01   2.522e-03   3.826e+02   1.019e-02        1
     846    9.353521e+01   2.574e-03   3.825e+02   1.023e-02        1
     847    9.352940e+01   2.517e-03   3.825e+02   1.025e-02        1
     848    9.352931e+01   2.517e-03   3.825e+02   1.989e-04        0
     849    9.352929e+01   2.571e-03   3.825e+02   3.775e-05        1
     850    9.352914e+01   2.513e-03   3.825e+02   2.644e-04        1
     851    9.352807e+01   2.566e-03   3.825e+02   1.850e-03        1
     852    9.352595e+01   2.507e-03   3.825e+02   3.704e-03        1
     853    9.352167e+01   2.558e-03   3.825e+02   7.430e-03        1
     854    9.351739e+01   2.499e-03   3.824e+02   7.469e-03        1
     855    9.351309e+01   2.552e-03   3.824e+02   7.500e-03        1
     856    9.350884e+01   2.493e-03   3.824e+02   7.511e-03        1
     857    9.350451e+01   2.547e-03   3.823e+02   7.540e-03        1
     858    9.350023e+01   2.487e-03   3.823e+02   7.548e-03        1
     859    9.349997e+01   2.488e-03   3.823e+02   6.060e-04        0
     860    9.349991e+01   2.550e-03   3.823e+02   1.133e-04        1
     861    9.349946e+01   2.472e-03   3.823e+02   7.955e-04        1
     862    9.349854e+01   2.536e-03   3.823e+02   1.594e-03        1
     863    9.349674e+01   2.459e-03   3.823e+02   3.193e-03        1
     864    9.349307e+01   2.522e-03   3.823e+02   6.394e-03        1
     865    9.348580e+01   2.454e-03   3.822e+02   1.287e-02        1
     866    9.347841e+01   2.510e-03   3.822e+02   1.299e-02        1
     867    9.347098e+01   2.451e-03   3.821e+02   1.303e-02        1
     868    9.346354e+01   2.501e-03   3.821e+02   1.322e-02        1
     869    9.345619e+01   2.447e-03   3.820e+02   1.322e-02        1
     870    9.344846e+01   2.492e-03   3.820e+02   1.342e-02        1
     871    9.344100e+01   2.443e-03   3.819e+02   1.341e-02        1
     872    9.343335e+01   2.484e-03   3.819e+02   1.363e-02        1
     873    9.342566e+01   2.439e-03   3.818e+02   1.362e-02        1
     874    9.341783e+01   2.475e-03   3.818e+02   1.386e-02        1
     875    9.341021e+01   2.436e-03   3.817e+02   1.384e-02        1
     876    9.341008e+01   2.436e-03   3.817e+02   2.673e-04        0
     877    9.341005e+01   2.463e-03   3.817e+02   5.425e-05        1
     878    9.340984e+01   2.428e-03   3.817e+02   3.824e-04        1
     879    9.340830e+01   2.444e-03   3.817e+02   2.684e-03        1
     880    9.340527e+01   2.421e-03   3.817e+02   5.387e-03        1
     881    9.339912e+01   2.427e-03   3.816e+02   1.080e-02        1
     882    9.339304e+01   2.416e-03   3.816e+02   1.094e-02        1
     883    9.338039e+01   2.422e-03   3.815e+02   2.219e-02        1
     884    9.336795e+01   2.415e-03   3.814e+02   2.244e-02        1
     885    9.335499e+01   2.421e-03   3.813e+02   2.290e-02        1
     886    9.334221e+01   2.414e-03   3.813e+02   2.280e-02        1
     887    9.332931e+01   2.420e-03   3.812e+02   2.322e-02        1
     888    9.332632e+01   2.429e-03   3.812e+02   6.537e-03        0
     889    9.332559e+01   2.389e-03   3.812e+02   1.275e-03        1
     890    9.332086e+01   2.400e-03   3.811e+02   8.500e-03        1
     891    9.331125e+01   2.395e-03   3.811e+02   1.712e-02        1
     892    9.330157e+01   2.396e-03   3.810e+02   1.746e-02        1
     893    9.329152e+01   2.397e-03   3.809e+02   1.774e-02        1
     894    9.328168e+01   2.398e-03   3.809e+02   1.792e-02        1
     895    9.327160e+01   2.398e-03   3.808e+02   1.794e-02        1
     896    9.326165e+01   2.400e-03   3.807e+02   1.795e-02        1
     897    9.325174e+01   2.399e-03   3.807e+02   1.789e-02        1
     898    9.324172e+01   2.401e-03   3.806e+02   1.788e-02        1
     899    9.324120e+01   2.402e-03   3.806e+02   1.436e-03        0
     900    9.324105e+01   2.400e-03   3.806e+02   2.693e-04        1
     901    9.324001e+01   2.399e-03   3.806e+02   1.843e-03        1
     902    9.323795e+01   2.397e-03   3.806e+02   3.694e-03        1
     903    9.323379e+01   2.396e-03   3.805e+02   7.386e-03        1
     904    9.322966e+01   2.394e-03   3.805e+02   7.414e-03        1
     905    9.322548e+01   2.393e-03   3.805e+02   7.408e-03        1
     906    9.322135e+01   2.391e-03   3.805e+02   7.407e-03        1
     907    9.321718e+01   2.390e-03   3.804e+02   7.414e-03        1
     908    9.321307e+01   2.388e-03   3.804e+02   7.411e-03        1
     909    9.320889e+01   2.387e-03   3.804e+02   7.428e-03        1
     910    9.320476e+01   2.385e-03   3.804e+02   7.427e-03        1
     911    9.320058e+01   2.384e-03   3.803e+02   7.449e-03        1
     912    9.319645e+01   2.381e-03   3.803e+02   7.448e-03        1
     913    9.319225e+01   2.381e-03   3.803e+02   7.475e-03        1
     914    9.318811e+01   2.378e-03   3.802e+02   7.475e-03        1
     915    9.318389e+01   2.377e-03   3.802e+02   7.506e-03        1
     916    9.317973e+01   2.374e-03   3.802e+02   7.506e-03        1
     917    9.317550e+01   2.374e-03   3.802e+02   7.541e-03        1
     918    9.317544e+01   2.374e-03   3.802e+02   1.568e-04        0
     919    9.317542e+01   2.370e-03   3.802e+02   2.986e-05        1
     920    9.317530e+01   2.369e-03   3.802e+02   2.053e-04        1
     921    9.317451e+01   2.365e-03   3.802e+02   1.439e-03        1
     922    9.317290e+01   2.364e-03   3.801e+02   2.873e-03        1
     923    9.316971e+01   2.361e-03   3.801e+02   5.771e-03        1
     924    9.316320e+01   2.361e-03   3.801e+02   1.160e-02        1
     925    9.315668e+01   2.358e-03   3.800e+02   1.175e-02        1
     926    9.315004e+01   2.358e-03   3.800e+02   1.182e-02        1
     927    9.314349e+01   2.354e-03   3.800e+02   1.183e-02        1
     928    9.313683e+01   2.355e-03   3.799e+02   1.189e-02        1
     929    9.313024e+01   2.351e-03   3.799e+02   1.187e-02        1
     930    9.312355e+01   2.352e-03   3.798e+02   1.195e-02        1
     931    9.311697e+01   2.347e-03   3.798e+02   1.192e-02        1
     932    9.311654e+01   2.348e-03   3.798e+02   9.622e-04        0
     933    9.311644e+01   2.347e-03   3.798e+02   1.751e-04        1
     934    9.311576e+01   2.341e-03   3.798e+02   1.231e-03        1
     935    9.311438e+01   2.340e-03   3.798e+02   2.452e-03        1
     936    9.311166e+01   2.334e-03   3.797e+02   4.920e-03        1
     937    9.310612e+01   2.334e-03   3.797e+02   9.884e-03        1
     938    9.310056e+01   2.328e-03   3.797e+02   9.999e-03        1
     939    9.308920e+01   2.329e-03   3.796e+02   2.020e-02        1
     940    9.307817e+01   2.322e-03   3.795e+02   2.031e-02        1
     941    9.306628e+01   2.324e-03   3.794e+02   2.060e-02        1
     942    9.305527e+01   2.315e-03   3.794e+02   2.050e-02        1
     943    9.305509e+01   2.315e-03   3.794e+02   4.199e-04        0
     944    9.305504e+01   2.315e-03   3.794e+02   7.688e-05        1
     945    9.305474e+01   2.303e-03   3.794e+02   5.369e-04        1
     946    9.305260e+01   2.303e-03   3.794e+02   3.744e-03        1
     947    9.304840e+01   2.291e-03   3.793e+02   7.529e-03        1
     948    9.303982e+01   2.293e-03   3.793e+02   1.514e-02        1
     949    9.302315e+01   2.287e-03   3.792e+02   3.095e-02        1
     950    9.300418e+01   2.291e-03   3.790e+02   3.156e-02        1
     951    9.298982e+01   2.269e-03   3.789e+02   3.156e-02        1
     952    9.296547e+01   2.282e-03   3.788e+02   3.265e-02        1
     953    9.296348e+01   2.282e-03   3.788e+02   1.630e-02        2
     954    9.296316e+01   2.283e-03   3.787e+02   6.111e-04        0
     955    9.296307e+01   2.281e-03   3.788e+02   1.179e-04        1
     956    9.296239e+01   2.275e-03   3.787e+02   8.446e-04        1
     957    9.296106e+01   2.275e-03   3.787e+02   1.681e-03        1
     958    9.295856e+01   2.273e-03   3.787e+02   3.359e-03        1
     959    9.295390e+01   2.274e-03   3.787e+02   6.738e-03        1
     960    9.294983e+01   2.271e-03   3.787e+02   6.785e-03        1
     961    9.294586e+01   2.271e-03   3.787e+02   6.831e-03        1
     962    9.294204e+01   2.269e-03   3.786e+02   6.853e-03        1
     963    9.293816e+01   2.269e-03   3.786e+02   6.892e-03        1
     964    9.293432e+01   2.266e-03   3.786e+02   6.897e-03        1
     965    9.293409e+01   2.266e-03   3.786e+02   5.629e-04        0
     966    9.293403e+01   2.266e-03   3.786e+02   1.083e-04        1
     967    9.293361e+01   2.263e-03   3.786e+02   7.558e-04        1
     968    9.293277e+01   2.262e-03   3.786e+02   1.492e-03        1
     969    9.293111e+01   2.259e-03   3.786e+02   2.990e-03        1
     970    9.292772e+01   2.259e-03   3.785e+02   5.996e-03        1
     971    9.292437e+01   2.255e-03   3.785e+02   6.044e-03        1
     972    9.292095e+01   2.256e-03   3.785e+02   6.081e-03        1
     973    9.291755e+01   2.252e-03   3.785e+02   6.115e-03        1
     974    9.291410e+01   2.252e-03   3.784e+02   6.149e-03        1
     975    9.291068e+01   2.248e-03   3.784e+02   6.172e-03        1
     976    9.290372e+01   2.250e-03   3.784e+02   1.244e-02        1
     977    9.289685e+01   2.247e-03   3.783e+02   1.247e-02        1
     978    9.288979e+01   2.249e-03   3.783e+02   1.260e-02        1
     979    9.288287e+01   2.244e-03   3.782e+02   1.257e-02        1
     980    9.287581e+01   2.246e-03   3.782e+02   1.271e-02        1
     981    9.286885e+01   2.240e-03   3.781e+02   1.267e-02        1
     982    9.286169e+01   2.242e-03   3.781e+02   1.282e-02        1
     983    9.286159e+01   2.242e-03   3.781e+02   2.468e-04        0
     984    9.286157e+01   2.234e-03   3.781e+02   4.811e-05        1
     985    9.286138e+01   2.233e-03   3.781e+02   3.292e-04        1
     986    9.286012e+01   2.229e-03   3.781e+02   2.296e-03        1
     987    9.285756e+01   2.229e-03   3.781e+02   4.610e-03        1
     988    9.285245e+01   2.226e-03   3.780e+02   9.286e-03        1
     989    9.284719e+01   2.227e-03   3.780e+02   9.397e-03        1
     990    9.284197e+01   2.224e-03   3.780e+02   9.493e-03        1
     991    9.283664e+01   2.225e-03   3.779e+02   9.574e-03        1
     992    9.283136e+01   2.221e-03   3.779e+02   9.616e-03        1
     993    9.282596e+01   2.223e-03   3.779e+02   9.689e-03        1
     994    9.282065e+01   2.218e-03   3.778e+02   9.694e-03        1
     995    9.281522e+01   2.219e-03   3.778e+02   9.767e-03        1
     996    9.280987e+01   2.213e-03   3.778e+02   9.767e-03        1
     997    9.280980e+01   2.214e-03   3.777e+02   1.889e-04        0
     998    9.280978e+01   2.213e-03   3.778e+02   3.484e-05        1
     999    9.280964e+01   2.204e-03   3.778e+02   2.423e-04        1
    1000    9.280870e+01   2.203e-03   3.777e+02   1.690e-03        1
    1001    9.280684e+01   2.195e-03   3.777e+02   3.389e-03        1
    1002    9.280304e+01   2.195e-03   3.777e+02   6.806e-03        1
    1003    9.279550e+01   2.187e-03   3.777e+02   1.374e-02        1
    1004    9.278772e+01   2.189e-03   3.776e+02   1.393e-02        1
    1005    9.277991e+01   2.179e-03   3.776e+02   1.414e-02        1
    1006    9.276426e+01   2.185e-03   3.775e+02   2.864e-02        1
    1007    9.274835e+01   2.168e-03   3.774e+02   2.908e-02        1
    1008    9.273170e+01   2.176e-03   3.772e+02   2.951e-02        1
    1009    9.271706e+01   2.143e-03   3.771e+02   2.954e-02        1
    1010    8.214295e+01   4.237e-01   3.174e+02   2.553e+01        0
    1011    7.512408e+01   3.844e-01   2.849e+02   1.450e+01        0
    1012    7.076629e+01   2.835e-01   2.629e+02   6.909e-01       32
    1013    7.243939e+01   1.203e-01   6.612e+02   3.982e+00        0
    1014    6.373630e+01   1.182e-01   2.330e+02   2.059e+01        0
    1015    6.341412e+01   9.428e-02   2.311e+02   3.611e-01        9
    1016    6.161128e+01   6.243e-02   2.256e+02   5.655e+00        0
    1017    6.223940e+01   1.135e-01   2.291e+02   3.571e-01        1
    1018    6.231281e+01   7.351e-02   2.298e+02   2.206e-01        2
    1019    6.181779e+01   3.515e-02   2.238e+02   9.678e-01       58
    1020    6.119295e+01   3.206e-02   2.211e+02   1.598e-01        6
    1021    6.053888e+01   3.923e-02   2.177e+02   3.524e-01        2
    1022    6.027768e+01   3.090e-02   2.162e+02   2.514e-01        2
    1023    6.011578e+01   3.216e-02   2.152e+02   1.702e-01        5
    1024    5.938158e+01   2.931e-02   2.116e+02   2.539e+00        0
    1025    5.927524e+01   2.743e-02   2.110e+02   1.034e-01        3
    1026    5.920371e+01   2.556e-02   2.108e+02   5.917e-02        1
    1027    5.921725e+01   3.120e-02   2.102e+02   2.778e-01        2
    1028    5.911848e+01   3.085e-02   2.097e+02   7.782e-02        4
    1029    5.904552e+01   3.068e-02   2.094e+02   5.113e-02        1
    1030    5.894045e+01   3.008e-02   2.090e+02   6.981e-02        1
    1031    5.875323e+01   2.735e-02   2.081e+02   1.368e-01        1
    1032    5.861902e+01   2.694e-02   2.075e+02   1.361e-01        8
    1033    5.856972e+01   2.833e-02   2.072e+02   5.822e-02        4
    1034    5.842458e+01   2.809e-02   2.065e+02   5.269e-01        0
    1035    5.838614e+01   2.527e-02   2.063e+02   4.884e-02        1
    1036    5.827377e+01   2.189e-02   2.057e+02   1.881e-01        2
    1037    5.822615e+01   2.236e-02   2.054e+02   7.418e-02        4
    1038    5.818518e+01   2.217e-02   2.052e+02   6.514e-02        1
    1039    5.810581e+01   2.112e-02   2.047e+02   1.290e-01        1
    1040    5.807545e+01   2.176e-02   2.045e+02   4.883e-02        4
    1041    5.800521e+01   2.167e-02   2.042e+02   2.478e-01        0
    1042    5.799964e+01   2.079e-02   2.042e+02   1.294e-02        1
    1043    5.797026e+01   1.769e-02   2.040e+02   9.161e-02        1
    1044    5.797822e+01   9.650e-03   2.036e+02   3.561e-01        2
    1045    5.795267e+01   1.016e-02   2.034e+02   4.007e-02        6
    1046    5.793755e+01   1.001e-02   2.034e+02   2.669e-02        1
    1047    5.785539e+01   7.726e-03   2.029e+02   1.841e-01        1
    1048    5.779603e+01   9.498e-03   2.025e+02   1.810e-01       10
    1049    5.777145e+01   9.659e-03   2.024e+02   2.820e-02        4
    1050    5.775929e+01   8.847e-03   2.023e+02   3.006e-02        1
    1051    5.774740e+01   7.530e-03   2.022e+02   4.475e-02        1
    1052    5.771634e+01   7.449e-03   2.020e+02   7.202e-02        0
    1053    5.770742e+01   6.463e-03   2.020e+02   3.793e-02        1
    1054    5.769143e+01   4.663e-03   2.018e+02   1.444e-01        2
    1055    5.767684e+01   4.657e-03   2.018e+02   2.939e-02        5
    1056    5.766144e+01   4.218e-03   2.017e+02   4.308e-02        1
    1057    5.763767e+01   3.440e-03   2.015e+02   8.562e-02        1
    1058    5.761827e+01   3.382e-03   2.014e+02   5.131e-02        3
    1059    5.760294e+01   3.200e-03   2.013e+02   5.002e-02        2
    1060    5.756937e+01   2.774e-03   2.011e+02   1.015e-01        1
    1061    5.756184e+01   2.798e-03   2.011e+02   1.807e-02        5
    1062    5.755260e+01   2.555e-03   2.010e+02   2.806e-02        1
    1063    5.754455e+01   2.535e-03   2.010e+02   2.573e-02        0
    1064    5.754096e+01   2.386e-03   2.009e+02   1.090e-02        1
    1065    5.751948e+01   1.466e-03   2.008e+02   7.759e-02        1
    1066    5.745169e+01   8.471e-04   2.004e+02   2.199e-01        1
    1067    5.744476e+01   9.412e-04   2.004e+02   1.524e-02        6
    1068    5.743476e+01   8.805e-04   2.003e+02   2.486e-02        1
    1069    5.741589e+01   6.724e-04   2.002e+02   4.764e-02        1
    1070    5.737881e+01   3.770e-04   2.000e+02   1.001e-01        1
    1071    5.733769e+01   3.551e-04   1.997e+02   1.072e-01        2
    1072    3.378907e+01   7.281e+00   1.008e+02   3.525e+02        0
    1073    3.496218e+01   6.118e+00   1.005e+02   3.103e+01        0
    1074    5.441743e+01   5.749e+00   1.411e+02   4.624e+01        0
    1075    6.130788e+01   7.011e+00   1.553e+02   4.097e+01        0
    1076    5.484170e+01   6.524e+00   1.320e+02   4.114e+01        0
    1077    5.007664e+01   5.310e+00   1.153e+02   7.855e+01        0
    1078    5.061355e+01   4.531e+00   1.120e+02   5.690e+01        0
    1079    5.178176e+01   3.876e+00   1.109e+02   5.525e+01        0
    1080    5.276686e+01   3.201e+00   1.069e+02   9.585e+01        0
    1081    5.079194e+01   2.760e+00   9.704e+01   9.378e+01        0
    1082    4.731446e+01   1.893e+00   8.517e+01   3.017e+00       50
    1083    4.727398e+01   1.815e+00   5.002e+02   5.571e-01        0
    1084    4.733790e+01   1.888e+00   4.436e+02   5.340e+00        0
    1085    4.860754e+01   1.480e+00   3.358e+02   4.136e+00        0
    1086    4.962196e+01   1.366e+00   2.074e+02   2.871e+00        0
    1087    5.028502e+01   1.260e+00   1.433e+02   4.752e+00        0
    1088    5.610113e+01   1.016e+00   1.280e+02   1.113e+01        0
    1089    5.972672e+01   8.505e-01   1.182e+02   3.201e+00        0
    1090    6.725027e+01   6.387e-01   1.375e+02   8.477e+00        0
    1091    6.950616e+01   5.490e-01   1.431e+02   2.083e+00        0
    1092    8.466889e+01   6.901e-01   1.814e+02   1.092e+01        0
    1093    9.163736e+01   4.546e-01   1.972e+02   1.306e+01        0
    1094    8.613382e+01   5.657e-01   1.819e+02   6.204e+00        0
    1095    8.333275e+01   4.037e-01   1.722e+02   8.202e+00        0
    1096    7.741865e+01   3.366e-01   1.586e+02   6.673e+00        0
    1097    7.579400e+01   3.228e-01   1.550e+02   3.623e+00        0
    1098    7.185274e+01   2.474e-01   1.445e+02   1.023e+01        0
    1099    7.217564e+01   2.005e-01   1.440e+02   1.854e+00       30
    1100    6.907432e+01   1.467e-01   1.365e+02   8.067e+00        0
    1101    6.808932e+01   1.180e-01   1.341e+02   4.425e-01       37
    1102    6.775040e+01   1.325e-01   1.320e+02   1.077e+01        0
    1103    6.837027e+01   1.167e-01   1.330e+02   4.928e-01       53
    1104    6.836808e+01   9.339e-02   1.318e+02   2.451e+00        0
    1105    6.836683e+01   8.528e-02   1.317e+02   3.357e+00        0
    1106    6.775081e+01   6.224e-02   1.306e+02   3.476e-01        7
    1107    6.799002e+01   5.281e-02   1.310e+02   3.148e+00        0
    1108    6.823710e+01   5.320e-02   1.324e+02   1.624e+00        4
    1109    6.837875e+01   5.047e-02   1.329e+02   1.322e-01       22
    1110    6.843412e+01   4.808e-02   1.329e+02   6.957e-01        0
    1111    6.841351e+01   4.650e-02   1.329e+02   7.227e-02        4
    1112    6.845158e+01   4.555e-02   1.330e+02   5.041e-01        0
    1113    6.840976e+01   4.296e-02   1.332e+02   2.049e-01        1
    1114    6.856918e+01   3.981e-02   1.336e+02   2.109e+00        0
    1115    6.858601e+01   3.872e-02   1.336e+02   6.452e-02        6
    1116    6.863483e+01   3.798e-02   1.337e+02   4.889e-01        0
    1117    6.865424e+01   3.510e-02   1.340e+02   1.574e-01        1
    1118    6.838461e+01   3.846e-02   1.338e+02   1.832e+00        0
    1119    6.862313e+01   3.543e-02   1.343e+02   1.241e-01        2
    1120    6.864088e+01   3.474e-02   1.344e+02   3.463e-01        0
    1121    6.861071e+01   3.908e-02   1.345e+02   1.374e-01        3
    1122    6.861935e+01   3.812e-02   1.346e+02   4.113e-01        0
    1123    6.863065e+01   3.427e-02   1.346e+02   7.388e-02        3
    1124    6.864225e+01   3.288e-02   1.348e+02   6.304e-01        0
    1125    6.866198e+01   2.622e-02   1.351e+02   1.885e-01        1
    1126    6.857455e+01   3.411e-02   1.353e+02   3.887e-01        6
    1127    6.861724e+01   2.805e-02   1.354e+02   6.603e-02        7
    1128    6.861852e+01   2.704e-02   1.355e+02   4.839e-01        0
    1129    6.867722e+01   3.054e-02   1.356e+02   8.577e-02        2
    1130    6.867692e+01   3.045e-02   1.356e+02   4.960e-02        0
    1131    6.866346e+01   2.940e-02   1.356e+02   7.161e-02        1
    1132    6.865816e+01   2.887e-02   1.357e+02   3.474e-01        0
    1133    6.863599e+01   5.094e-02   1.357e+02   2.592e-01        1
    1134    6.861004e+01   4.956e-02   1.358e+02   5.172e-01        0
    1135    6.854651e+01   4.419e-02   1.357e+02   1.171e-01        2
    1136    6.854221e+01   4.406e-02   1.357e+02   7.032e-02        0
    1137    6.853619e+01   3.076e-02   1.357e+02   2.759e-02        1
    1138    6.847800e+01   2.106e-02   1.356e+02   1.987e-01        1
